2024-01-24 22:17:04,denver,28\u00baC
2024-01-24 22:17:05,minneapolis,18\u00baC
2024-01-24 22:17:06,minneapolis,32\u00baC
2024-01-24 22:17:07,denver,28\u00baC
2024-01-24 22:17:08,denver,26\u00baC
2024-01-24 22:17:09,minneapolis,18\u00baC
2024-01-24 22:17:10,denver,22\u00baC
2024-01-24 22:17:11,minneapolis,27\u00baC
2024-01-24 22:17:12,minneapolis,25\u00baC
2024-01-24 22:17:13,minneapolis,25\u00baC
2024-01-24 22:32:35,minneapolis,21\u00baC
2024-01-24 22:32:36,minneapolis,25\u00baC
2024-01-24 22:32:37,minneapolis,28\u00baC
2024-01-24 22:32:38,minneapolis,18\u00baC
2024-01-24 22:32:39,minneapolis,30\u00baC
2024-01-24 22:32:40,minneapolis,25\u00baC
2024-01-24 22:32:41,minneapolis,32\u00baC
2024-01-24 22:32:42,denver,22\u00baC
2024-01-24 22:32:43,minneapolis,21\u00baC
2024-01-24 22:32:44,denver,24\u00baC
2024-01-24 23:04:36,denver,20\u00baC
2024-01-24 23:04:37,denver,30\u00baC
2024-01-24 23:04:38,minneapolis,26\u00baC
2024-01-24 23:04:39,denver,19\u00baC
2024-01-24 23:04:40,minneapolis,25\u00baC
2024-01-24 23:04:41,minneapolis,20\u00baC
2024-01-24 23:04:42,minneapolis,25\u00baC
2024-01-24 23:04:43,denver,18\u00baC
2024-01-24 23:04:44,minneapolis,32\u00baC
2024-01-24 23:04:45,denver,30\u00baC
2024-01-25 20:59:14,Tokyo,21\u00baC
2024-01-25 20:59:15,New York,22\u00baC
2024-01-25 20:59:16,Tokyo,18\u00baC
2024-01-25 20:59:17,Tokyo,24\u00baC
2024-01-25 20:59:18,New York,24\u00baC
2024-01-25 20:59:19,Sydney,31\u00baC
2024-01-25 20:59:20,Paris,31\u00baC
2024-01-25 20:59:21,London,18\u00baC
2024-01-25 20:59:22,Paris,20\u00baC
2024-01-25 20:59:23,Paris,21\u00baC
2024-01-25 21:02:35,Sydney,30\u00baC
2024-01-25 21:02:36,Tokyo,31\u00baC
2024-01-25 21:02:36,Tokyo,21\u00baC
2024-01-25 21:02:36,Sydney,31\u00baC
2024-01-25 21:02:36,London,25\u00baC
2024-01-25 21:02:36,Tokyo,29\u00baC
2024-01-25 21:02:36,Paris,19\u00baC
2024-01-25 21:02:36,Tokyo,24\u00baC
2024-01-25 21:02:36,Sydney,27\u00baC
2024-01-25 21:02:36,Sydney,28\u00baC
2024-01-25 21:02:36,Paris,32\u00baC
2024-01-25 21:02:37,New York,28\u00baC
2024-01-25 21:02:37,London,31\u00baC
2024-01-25 21:02:37,Paris,28\u00baC
2024-01-25 21:02:37,Sydney,22\u00baC
2024-01-25 21:02:37,Tokyo,28\u00baC
2024-01-25 21:02:37,New York,26\u00baC
2024-01-25 21:02:37,London,18\u00baC
2024-01-25 21:02:37,New York,18\u00baC
2024-01-25 21:02:37,Paris,18\u00baC
2024-01-25 21:02:37,London,27\u00baC
2024-01-25 21:02:38,London,29\u00baC
2024-01-25 21:02:38,Sydney,32\u00baC
2024-01-25 21:02:38,Paris,25\u00baC
2024-01-25 21:02:38,Sydney,22\u00baC
2024-01-25 21:02:38,London,27\u00baC
2024-01-25 21:02:38,Sydney,22\u00baC
2024-01-25 21:02:38,Tokyo,19\u00baC
2024-01-25 21:02:38,New York,32\u00baC
2024-01-25 21:02:38,Tokyo,20\u00baC
2024-01-25 21:02:38,Tokyo,21\u00baC
2024-01-25 21:02:39,Sydney,30\u00baC
2024-01-25 21:02:39,Sydney,19\u00baC
2024-01-25 21:02:39,Tokyo,21\u00baC
2024-01-25 21:02:39,New York,32\u00baC
2024-01-25 21:02:39,Paris,24\u00baC
2024-01-25 21:02:39,Tokyo,26\u00baC
2024-01-25 21:02:39,New York,28\u00baC
2024-01-25 21:02:39,Paris,32\u00baC
2024-01-25 21:02:39,London,24\u00baC
2024-01-25 21:02:39,Tokyo,24\u00baC
2024-01-25 21:02:40,Sydney,31\u00baC
2024-01-25 21:02:40,Paris,26\u00baC
2024-01-25 21:02:40,Paris,32\u00baC
2024-01-25 21:02:40,London,31\u00baC
2024-01-25 21:02:40,Paris,22\u00baC
2024-01-25 21:02:40,New York,29\u00baC
2024-01-25 21:02:40,Tokyo,25\u00baC
2024-01-25 21:02:40,New York,20\u00baC
2024-01-25 21:02:40,Paris,18\u00baC
2024-01-25 21:02:40,Tokyo,31\u00baC
2024-01-25 21:02:41,Tokyo,26\u00baC
2024-01-25 21:02:41,Tokyo,22\u00baC
2024-01-25 21:02:41,Sydney,25\u00baC
2024-01-25 21:02:41,Paris,31\u00baC
2024-01-25 21:02:41,Tokyo,22\u00baC
2024-01-25 21:02:41,Tokyo,23\u00baC
2024-01-25 21:02:41,Tokyo,25\u00baC
2024-01-25 21:02:41,Tokyo,29\u00baC
2024-01-25 21:02:41,London,23\u00baC
2024-01-25 21:02:41,Tokyo,21\u00baC
2024-01-25 21:02:42,New York,25\u00baC
2024-01-25 21:02:42,New York,28\u00baC
2024-01-25 21:02:42,London,26\u00baC
2024-01-25 21:02:42,Paris,22\u00baC
2024-01-25 21:02:42,Paris,32\u00baC
2024-01-25 21:02:42,Paris,31\u00baC
2024-01-25 21:02:42,New York,22\u00baC
2024-01-25 21:02:42,Tokyo,28\u00baC
2024-01-25 21:02:42,London,19\u00baC
2024-01-25 21:02:42,Paris,24\u00baC
2024-01-25 21:02:43,New York,27\u00baC
2024-01-25 21:02:43,Tokyo,19\u00baC
2024-01-25 21:02:43,New York,27\u00baC
2024-01-25 21:02:43,New York,29\u00baC
2024-01-25 21:02:43,New York,25\u00baC
2024-01-25 21:02:43,Tokyo,25\u00baC
2024-01-25 21:02:43,Paris,30\u00baC
2024-01-25 21:02:43,New York,30\u00baC
2024-01-25 21:02:43,New York,23\u00baC
2024-01-25 21:02:43,New York,22\u00baC
2024-01-25 21:02:44,London,27\u00baC
2024-01-25 21:02:44,Tokyo,22\u00baC
2024-01-25 21:02:44,London,27\u00baC
2024-01-25 21:02:44,London,30\u00baC
2024-01-25 21:02:44,New York,23\u00baC
2024-01-25 21:02:44,Paris,29\u00baC
2024-01-25 21:02:44,Paris,20\u00baC
2024-01-25 21:02:44,New York,23\u00baC
2024-01-25 21:02:44,Tokyo,32\u00baC
2024-01-25 21:02:44,London,26\u00baC
2024-01-25 21:02:45,Tokyo,23\u00baC
2024-01-25 21:02:45,New York,29\u00baC
2024-01-25 21:02:45,Sydney,25\u00baC
2024-01-25 21:02:45,London,28\u00baC
2024-01-25 21:02:45,Paris,23\u00baC
2024-01-25 21:02:45,Sydney,20\u00baC
2024-01-25 21:02:45,Paris,32\u00baC
2024-01-25 21:02:45,New York,20\u00baC
2024-01-25 21:02:45,Tokyo,32\u00baC
2024-01-25 17:03:07,Mumbai,31\u00baC
2024-01-25 17:03:08,Mumbai,31\u00baC
2024-01-25 17:03:09,Mumbai,28\u00baC
2024-01-25 17:03:10,Mumbai,28\u00baC
2024-01-25 17:03:11,Mumbai,28\u00baC
2024-01-25 17:03:12,Mumbai,27\u00baC
2024-01-25 17:03:13,Mumbai,25\u00baC
2024-01-25 17:03:14,Mumbai,21\u00baC
2024-01-25 17:03:15,Mumbai,25\u00baC
2024-01-25 17:03:16,Mumbai,31\u00baC
2024-01-25 17:17:41,Kolkata,26\u00baC
2024-01-25 17:17:42,Delhi,18\u00baC
2024-01-25 17:17:43,Pune,29\u00baC
2024-01-25 17:17:44,Kolkata,22\u00baC
2024-01-25 17:17:45,Pune,29\u00baC
2024-01-25 17:17:46,Bangalore,21\u00baC
2024-01-25 17:17:47,Pune,24\u00baC
2024-01-25 17:17:48,Hyderabad,30\u00baC
2024-01-25 17:17:49,Chennai,27\u00baC
2024-01-25 17:17:50,Chennai,25\u00baC
